Round,Day,Venue,Result,Home_Goals,Away_Goals,Away_Team,Home_xG,Away_xG,Home_Poss,Home_Shots,Home_SoT,Dist,FK,PK,PKatt,Home_Team,GD,xGD,Home,GF_scaled,GA_scaled,xG_scaled,xGA_scaled,Poss_scaled,Sh_scaled,SoT_scaled,Dist_scaled,FK_scaled,PK_scaled,PKatt_scaled,GD_scaled,xGD_scaled,Round_scaled,Away_Poss,Away_Shots,Away_SoT,Away_xG,Away_xGA
14,Sat,Home,H,2,1,Wolverhampton Wanderers,2.8,0.7,57.0,19.0,6.0,15.6,0.0,0,0,Arsenal,1,2.0999999999999996,1,0.27098658288680494,-0.4806550338795155,1.4030525400461813,-0.9545720692544142,0.5094446960221343,0.8819156279416992,0.5036474173551143,-0.38953446779106543,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.4798989792685855,1.460510984113618,-0.5015568278463085,43.0,15.200000000000001,4.800000000000001,0.7,2.8
17,Sun,Home,H,2,0,Brighton and Hove Albion,2.3,0.7,49.0,26.0,8.0,14.2,0.0,0,0,Arsenal,2,1.5999999999999999,1,0.27098658288680494,-1.232296650645836,0.8417133473555635,-0.9545720692544142,-0.07277781371744775,2.0380987577223397,1.2601138940149696,-0.8800252059327142,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.959797958537171,1.1127702736103757,-0.2279803762937766,51.0,20.8,6.4,0.7,2.3
19,Thu,Home,A,0,2,West Ham United,2.7,1.4,73.0,30.0,8.0,16.8,0.0,0,0,Arsenal,-2,1.3000000000000003,1,-1.232296650645836,0.27098658288680494,1.2907847015080582,-0.16869719948754913,1.6738897155012982,2.6987748318827056,1.2601138940149696,0.03088616490177663,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,-0.959797958537171,0.9041258473084305,-0.04559607525875532,27.0,24.0,6.4,1.4,2.7
21,Sat,Home,H,5,0,Crystal Palace,3.3,0.3,60.0,21.0,7.0,16.7,0.0,0,0,Arsenal,5,3.0,1,2.5259114331857666,-1.232296650645836,1.9643917327367992,-1.4036434234069084,0.7277781371744775,1.2122536650218823,0.881880655685042,-0.004148887822627343,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,2.3994948963429277,2.0864442630194544,0.13678822577626595,40.0,16.8,5.6000000000000005,0.3,3.3
23,Sun,Home,H,3,1,Liverpool,3.5,0.4,43.0,15.0,7.0,14.2,0.0,0,0,Arsenal,2,3.1,1,1.0226281996531255,-0.4806550338795155,2.1889274098130467,-1.291375584868785,-0.5094446960221343,0.22123955378133314,0.881880655685042,-0.8800252059327142,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.959797958537171,2.155992405120103,0.3191725268112872,57.0,10.0,1.0,0.4,3.5
26,Sat,Home,H,4,1,Newcastle United,2.8,0.2,55.0,18.0,7.0,13.8,0.0,0,0,Arsenal,3,2.5999999999999996,1,1.774269816419446,-0.4806550338795155,1.4030525400461813,-1.5159112619450321,0.36388906858723874,0.7167466094016077,0.881880655685042,-1.0201654168303276,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,1.4396969378057565,1.8082516946168603,0.5927489783638191,45.0,14.4,5.6000000000000005,0.2,2.8
28,Sat,Home,H,2,1,Brentford,1.3,1.0,71.0,17.0,5.0,16.4,0.0,0,0,Arsenal,1,0.30000000000000004,1,0.27098658288680494,-0.4806550338795155,-0.2809650380256721,-0.6177685536400433,1.5283340880664027,0.5515775908615161,0.12541417902518667,-0.10925404599583802,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.4798989792685855,0.2086444263019455,0.7751332793988405,29.0,9.0,4.0,1.0,1.3
31,Wed,Home,H,2,0,Luton Town,0.7,0.3,58.0,13.0,4.0,17.8,0.0,0,0,Arsenal,2,0.39999999999999997,1,0.27098658288680494,-1.232296650645836,-0.9545720692544136,-1.4036434234069084,0.582222509739582,-0.10909848329884991,-0.25281905930474097,0.38123669214581135,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.959797958537171,0.27819256840259393,1.0487097309513724,42.0,5.0,1.0,0.3,0.7
33,Sun,Home,A,0,2,Aston Villa,1.6,0.9,52.0,18.0,4.0,17.2,1.0,0,0,Arsenal,-2,0.7000000000000001,1,-1.232296650645836,0.27098658288680494,0.05583847758869872,-0.7300363921781668,0.1455556274348955,0.7167466094016077,-0.25281905930474097,0.17102637579939003,1.049858867607866,-0.3519909265730599,-0.3735895973638391,-0.959797958537171,0.48683699470453945,1.2310940319863937,48.0,14.4,3.2,0.9,1.6
29,Tue,Home,H,5,0,Chelsea,3.3,1.6,45.0,27.0,10.0,16.3,0.0,0,0,Arsenal,5,1.6999999999999997,1,2.5259114331857666,-1.232296650645836,1.9643917327367992,0.05583847758869822,-0.36388906858723874,2.2032677762624315,2.016580370674825,-0.14428909872024073,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,2.3994948963429277,1.182318415711024,0.8663254299163511,55.0,7.0,1.0,1.6,3.3
36,Sat,Home,H,3,0,AFC Bournemouth,3.3,0.5,55.0,24.0,8.0,14.0,0.0,1,1,Arsenal,3,2.8,1,1.0226281996531255,-1.232296650645836,1.9643917327367992,-1.1791077463306612,0.36388906858723874,1.7077607206421568,1.2601138940149696,-0.9500953113815209,-0.6228722422076017,2.434603908796998,2.279943991388663,1.4396969378057565,1.9473479788181574,1.5046704835389255,45.0,7.0,2.0,0.5,3.3
38,Sun,Home,H,2,1,Everton,2.9,0.6,68.0,26.0,5.0,14.1,0.0,0,0,Arsenal,1,2.3,1,0.27098658288680494,-0.4806550338795155,1.515320378584305,-1.0668399077925377,1.3100006469140595,2.0380987577223397,0.12541417902518667,-0.9150602586571176,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.4798989792685855,1.599607268314915,1.6870547845739468,32.0,5.0,2.0,0.6,2.9
2,Sat,Home,H,3,1,AFC Bournemouth,3.0,1.3,64.0,25.0,9.0,16.8,1.0,0,1,Liverpool,2,1.7,1,1.0226281996531255,-0.4806550338795155,1.6275882171224287,-0.2809650380256726,1.0188893920442685,1.8729297391822484,1.6383471323448973,0.03088616490177663,1.049858867607866,-0.3519909265730599,2.279943991388663,0.959797958537171,1.1823184157110243,-1.5958626340564361,36.0,13.0,5.0,1.3,3.0
4,Sun,Home,H,3,0,Aston Villa,2.5,0.7,63.0,17.0,4.0,14.7,0.0,0,0,Liverpool,3,1.8,1,1.0226281996531255,-1.232296650645836,1.0662490244318108,-0.9545720692544142,0.9461115783268207,0.5515775908615161,-0.25281905930474097,-0.7048499423106969,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,1.4396969378057565,1.2518665578116728,-1.413478333021415,37.0,13.600000000000001,3.2,0.7,2.5
6,Sun,Home,H,3,1,West Ham United,3.0,1.1,63.0,21.0,6.0,19.3,2.0,1,1,Liverpool,2,1.9,1,1.0226281996531255,-0.4806550338795155,1.6275882171224287,-0.5055007151019196,0.9461115783268207,1.2122536650218823,0.5036474173551143,0.9067624830118635,2.7225899774233335,2.434603908796998,2.279943991388663,0.959797958537171,1.321414699912321,-1.2310940319863937,37.0,16.8,4.800000000000001,1.1,3.0
9,Sat,Home,H,2,0,Everton,2.2,0.1,77.0,25.0,5.0,22.4,1.0,1,1,Liverpool,2,2.1,1,0.27098658288680494,-1.232296650645836,0.7294455088174403,-1.6281791004831554,1.9650009703710893,1.8729297391822484,0.12541417902518667,1.9928491174683705,1.049858867607866,2.434603908796998,2.279943991388663,0.959797958537171,1.4605109841136181,-0.9575175804338617,23.0,6.0,1.0,0.1,2.2
10,Sun,Home,H,3,0,Nott'ham Forest,3.2,0.4,72.0,21.0,8.0,19.5,2.0,0,0,Liverpool,3,2.8000000000000003,1,1.0226281996531255,-1.232296650645836,1.852123894198676,-1.291375584868785,1.6011119017838504,1.2122536650218823,1.2601138940149696,0.9768325884606702,2.7225899774233335,-0.3519909265730599,-0.3735895973638391,1.4396969378057565,1.9473479788181578,-0.8663254299163511,28.0,16.8,6.4,0.4,3.2
12,Sun,Home,H,3,0,Brentford,1.7,1.6,58.0,17.0,10.0,19.0,0.0,0,0,Liverpool,3,0.09999999999999987,1,1.0226281996531255,-1.232296650645836,0.16810631612682214,0.05583847758869822,0.582222509739582,0.5515775908615161,2.016580370674825,0.8016573248386528,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,1.4396969378057565,0.06954814210064839,-0.6839411288813297,42.0,16.0,3.0,1.6,1.7
14,Sun,Home,H,4,3,Fulham,2.1,1.2,61.0,26.0,12.0,18.9,1.0,0,0,Liverpool,1,0.9000000000000001,1,1.774269816419446,1.0226281996531255,0.6171776702793166,-0.39323287656379624,0.8005559508919252,2.0380987577223397,2.77304684733468,0.7666222721142488,1.049858867607866,-0.3519909265730599,-0.3735895973638391,0.4798989792685855,0.6259332789058365,-0.5015568278463085,39.0,9.0,5.0,1.2,2.1
17,Sun,Home,D,0,0,Manchester Utd,2.3,0.8,68.0,34.0,8.0,17.7,0.0,0,0,Liverpool,0,1.4999999999999998,1,-1.232296650645836,-1.232296650645836,0.8417133473555635,-0.8423042307162905,1.3100006469140595,3.359450906043072,1.2601138940149696,0.3462016394214074,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.0,1.0432221315097272,-0.2279803762937766,32.0,27.200000000000003,6.4,0.8,2.3
18,Sat,Home,D,1,1,Arsenal,1.0,0.7,52.0,13.0,3.0,20.1,1.0,0,0,Liverpool,0,0.30000000000000004,1,-0.4806550338795155,-0.4806550338795155,-0.6177685536400428,-0.9545720692544142,0.1455556274348955,-0.10909848329884991,-0.6310522976346686,1.1870429048070916,1.049858867607866,-0.3519909265730599,-0.3735895973638391,0.0,0.2086444263019455,-0.13678822577626595,48.0,13.0,2.0,0.7,1.0
20,Mon,Home,H,4,2,Newcastle United,7.0,0.6,61.0,32.0,12.0,16.2,0.0,1,2,Liverpool,2,6.4,1,1.774269816419446,0.27098658288680494,6.118301758647371,-1.0668399077925377,0.8005559508919252,3.029112868962889,2.77304684733468,-0.17932415144464472,-0.6228722422076017,2.434603908796998,4.933477580141165,0.959797958537171,4.451081094441503,0.04559607525875532,39.0,25.6,9.600000000000001,0.6,7.0
22,Wed,Home,H,4,1,Chelsea,2.9,0.6,50.0,27.0,13.0,19.9,2.0,0,1,Liverpool,3,2.3,1,1.774269816419446,-0.4806550338795155,1.515320378584305,-1.0668399077925377,0.0,2.2032677762624315,3.1512800856646077,1.1169727993582836,2.7225899774233335,-0.3519909265730599,2.279943991388663,1.4396969378057565,1.599607268314915,0.2279803762937766,50.0,4.0,3.0,0.6,2.9
24,Sat,Home,H,3,1,Burnley,2.8,1.3,70.0,25.0,10.0,15.4,0.0,0,0,Liverpool,2,1.4999999999999998,1,1.0226281996531255,-0.4806550338795155,1.4030525400461813,-0.2809650380256726,1.455556274348955,1.8729297391822484,2.016580370674825,-0.45960457323987214,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.959797958537171,1.0432221315097272,0.4103646773287979,30.0,9.0,4.0,1.3,2.8
26,Wed,Home,H,4,1,Luton Town,3.3,0.9,60.0,29.0,13.0,16.9,0.0,0,0,Liverpool,3,2.4,1,1.774269816419446,-0.4806550338795155,1.9643917327367992,-0.7300363921781668,0.7277781371744775,2.5336058133426147,3.1512800856646077,0.06592121762617936,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,1.4396969378057565,1.6691554104155635,0.5927489783638191,40.0,12.0,3.0,0.9,3.3
28,Sun,Home,D,1,1,Manchester City,2.7,1.6,53.0,18.0,5.0,19.0,1.0,1,1,Liverpool,0,1.1,1,-0.4806550338795155,-0.4806550338795155,1.2907847015080582,0.05583847758869822,0.21833344115234324,0.7167466094016077,0.12541417902518667,0.8016573248386528,1.049858867607866,2.434603908796998,2.279943991388663,0.0,0.7650295631071333,0.7751332793988405,47.0,10.0,6.0,1.6,2.7
30,Sun,Home,H,2,1,Brighton and Hove Albion,2.8,0.5,55.0,30.0,8.0,16.6,0.0,0,0,Liverpool,1,2.3,1,0.27098658288680494,-0.4806550338795155,1.4030525400461813,-1.1791077463306612,0.36388906858723874,2.6987748318827056,1.2601138940149696,-0.03918394054703007,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.4798989792685855,1.599607268314915,0.9575175804338617,45.0,24.0,6.4,0.5,2.8
31,Thu,Home,H,3,1,Sheffield United,1.8,0.6,82.0,29.0,9.0,18.1,1.0,0,0,Liverpool,2,1.2000000000000002,1,1.0226281996531255,-0.4806550338795155,0.2803741546649458,-1.0668399077925377,2.328890038958328,2.5336058133426147,1.6383471323448973,0.48634185031902205,1.049858867607866,-0.3519909265730599,-0.3735895973638391,0.959797958537171,0.834577705207782,1.0487097309513724,18.0,23.200000000000003,7.2,0.6,1.8
33,Sun,Home,A,0,1,Crystal Palace,2.7,2.0,69.0,21.0,5.0,12.5,1.0,0,0,Liverpool,-1,0.7000000000000002,1,-1.232296650645836,-0.4806550338795155,1.2907847015080582,0.5049098317411924,1.3827784606315072,1.2122536650218823,0.12541417902518667,-1.475621102247573,1.049858867607866,-0.3519909265730599,-0.3735895973638391,-0.4798989792685855,0.4868369947045395,1.2310940319863937,31.0,16.8,4.0,2.0,2.7
36,Sun,Home,H,4,2,Tottenham Hotspur,3.3,1.2,44.0,25.0,12.0,15.3,0.0,0,0,Liverpool,2,2.0999999999999996,1,1.774269816419446,0.27098658288680494,1.9643917327367992,-0.39323287656379624,-0.4366668823046865,1.8729297391822484,2.77304684733468,-0.49463962596427546,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.959797958537171,1.460510984113618,1.5046704835389255,56.0,20.0,9.600000000000001,1.2,3.3
38,Sun,Home,H,2,0,Wolverhampton Wanderers,4.5,0.5,67.0,36.0,13.0,14.8,0.0,0,0,Liverpool,2,4.0,1,0.27098658288680494,-1.232296650645836,3.3116057951942826,-1.1791077463306612,1.2372228331966117,3.6897889431232547,3.1512800856646077,-0.6698148895862929,-0.6228722422076017,-0.3519909265730599,-0.3735895973638391,0.959797958537171,2.781925684025939,1.6870547845739468,33.0,28.8,10.4,0.5,4.5
2,Sun,Home,H,4,0,Everton,2.9,0.6,60.0,12.0,6.0,18.5,0.0,1,1,AstonVilla,4,2.3,1,1.774269816419446,-1.232296650645836,1.515320378584305,-1.0668399077925377,0.7277781371744775,-0.27426750183894144,0.5036474173551143,0.6264820612166354,-0.6228722422076017,2.434603908796998,2.279943991388663,1.919595917074342,1.599607268314915,-1.5958626340564361,40.0,9.600000000000001,4.800000000000001,0.6,2.9
5,Sat,Home,H,3,1,Crystal Palace,3.0,1.2,66.0,15.0,4.0,16.2,0.0,1,1,AstonVilla,2,1.8,1,1.0226281996531255,-0.4806550338795155,1.6275882171224287,-0.39323287656379624,1.164445019479164,0.22123955378133314,-0.25281905930474097,-0.17932415144464472,-0.6228722422076017,2.434603908796998,2.279943991388663,0.959797958537171,1.2518665578116728,-1.3222861825039043,34.0,12.0,3.2,1.2,3.0
7,Sat,Home,H,6,1,Brighton and Hove Albion,1.6,1.7,39.0,19.0,9.0,17.9,1.0,0,0,AstonVilla,5,-0.09999999999999987,1,3.2775530499520866,-0.4806550338795155,0.05583847758869872,0.16810631612682164,-0.8005559508919252,0.8819156279416992,1.6383471323448973,0.4162717448702141,1.049858867607866,-0.3519909265730599,-0.3735895973638391,2.3994948963429277,-0.06954814210064839,-1.139901881468883,61.0,15.200000000000001,7.2,1.7,1.6
